	Locustag	Gene	Description	FeatureType	pil	pcnB	pil-pcnB	WT	cluster
0	DN756_00005	dnaA	chromosomal replication initiator protein DnaA	CDS	0.4979805463934966	0.4958551846989545	0.5152606082668351	0.4905604109478172	0
1	DN756_08865		hypothetical protein	CDS	0.5193040007415504	0.5279288249080223	0.480935859052169	0.4693774708300417	0
2	DN756_08860	hxpB	hexitol phosphatase HxpB	CDS	0.46793768820266995	0.5301779744148524	0.5393147392843441	0.4572584033077628	0
3	DN756_08855		transposase	CDS	0.5514666547032478	0.5732365613052189	0.5163901859145971	0.3172153045243319	0
4	DN756_08850		IS256 family transposase	CDS	0.4856260110006902	0.5234827453575653	0.5367851496269344	0.44943842280389595	0
5	DN756_08840		cupin domain-containing protein	CDS	0.48898623339728564	0.5235040049675794	0.4926654484737331	0.49408175053427683	0
6	DN756_17400		pantoate--beta-alanine ligase	CDS	0.49562200142050156	0.5107518708787163	0.49791577731435316	0.4955514471810881	0
7	DN756_17405	panD	aspartate 1-decarboxylase	CDS	0.4567393777387977	0.559307452346753	0.5034256660015813	0.47447540861779625	0
8	DN756_17410		polysaccharide deacetylase family protein	CDS	0.5041500048547131	0.5121158821888676	0.49925404433105325	0.48406145791004385	0
9	DN756_17415		ABC transporter permease	CDS	0.5031263564685844	0.5056828205790456	0.5220426204466331	0.4675684514967626	0
10	DN756_08795		metal-dependent hydrolase	CDS	0.5429163175392335	0.4269858794242981	0.5784027138167214	0.4340221556226696	0
11	DN756_08790		L-cystine transporter	CDS	0.4852781233244091	0.4944441544583808	0.541482228912022	0.47626370522762396	0
12	DN756_08785		N-acetylmuramoyl-L-alanine amidase	CDS	0.47476061245662254	0.5155532164052069	0.6235941399426882	0.346320069506804	0
13	DN756_08780	kdgR	DNA-binding transcriptional regulator KdgR	CDS	0.5057097458236625	0.5332048594645283	0.486040501371871	0.4729850545720864	0
14	DN756_08770		MFS transporter	CDS	0.44532117211126354	0.48086159515660337	0.6275105768409179	0.4203470660367165	0
15	DN756_17425		carbonate dehydratase	CDS	0.4781069726162303	0.5061774692998963	0.5378173891891821	0.4753425587874787	0
16	DN756_08755		fimbrial biogenesis outer membrane usher protein	CDS	0.43920797156883534	0.4997617800303223	0.5346899118794595	0.5210002102357051	0
17	DN756_08745		type 1 fimbrial protein	CDS	0.3742163826428231	0.38503859891436054	0.7429886986267654	0.39959375623336735	0
18	DN756_08665		DNA-binding protein	CDS	0.46410845144837404	0.5535037299969175	0.5803639985820328	0.3760513200662453	0
19	DN756_08670		ASCH domain-containing protein	CDS	0.5185930532503865	0.5605967941124347	0.47392608553710086	0.4383908587080516	0
20	DN756_08680		spore coat protein U	CDS	0.43280308514285687	0.5172955068151839	0.6279584216078548	0.3882719006719632	0
21	DN756_08685		fimbrial biogenesis outer membrane usher protein	CDS	0.4981945491585347	0.5308575608242821	0.5205019187568805	0.44617282960174054	0
22	DN756_17455		drug/metabolite DMT transporter permease	CDS	0.4576274918429936	0.5562144572227746	0.5389847976784772	0.436689757330483	0
23	DN756_08695		spore coat U domain-containing protein	CDS	0.542720204888842	0.6315917997652358	0.4289803541802146	0.3500320462502558	0
24	DN756_08880		metal ABC transporter permease	CDS	0.5027504151836552	0.4717206815160664	0.5490077054552366	0.472559158215621	0
25	DN756_08700		spore coat U domain-containing protein	CDS	0.5579580939451044	0.5740012986401037	0.49878927485765456	0.3322868246674782	0
26	DN756_17450		S-adenosylmethionine decarboxylase proenzyme	CDS	0.49672972581807473	0.5190083158729518	0.5211436675524874	0.46075940067823357	0
27	DN756_17445		polyamine aminopropyltransferase	CDS	0.496199902273243	0.518950524534104	0.5566783821986859	0.4178339249779228	0
