Locustag	Gene	Description	FeatureType	logFC	PValue	FDR	10_1970_26C_A	11_1970_26C_B	12_1970_26C_C	7_1968_26C_A	8_1968_26C_B	9_1968_26C_C
DN756_00005	dnaA	chromosomal replication initiator protein DnaA	CDS	-0.0553766773365906	0.656059702845965	0.902222852592151	375.422905801264	403.561156376948	421.890576755905	396.03263175577	390.736036033395	368.879379694798
DN756_00010		DNA polymerase III subunit beta	CDS	-0.0464784336207106	0.539519921400725	0.862421795536477	297.423394448712	325.597689515559	306.298600117294	293.013674519347	315.692213042309	291.210568217232
DN756_00020	recF	DNA replication/repair protein RecF	CDS	-0.144651066410519	0.131802298717341	0.609751390572869	232.691841212832	256.633153771434	258.269529684701	233.527662466819	237.563154281335	205.186187778754
DN756_00025	gyrB	DNA topoisomerase (ATP-hydrolyzing) subunit B	CDS	-0.055561944595431	0.427175222224234	0.811600475768766	1488.22263541995	1520.32850802943	1407.74514406308	1420.72425452121	1484.4521164585	1344.29710623396
DN756_00030		sugar-phosphatase	CDS	-0.0758350688086178	0.460358811508894	0.832264903860119	30.4559947678134	36.3229583278664	33.1269689147238	30.373918275306	29.4912242709831	35.0364198474596
DN756_00035		hypothetical protein	CDS	-0.350599273594785	0.515179345961721	0.851055035019651	0.603089005303236	0.736276182321616	0.402759500482964	0.180260642583418	0.635195599682714	0.56969788369853
DN756_00040		ornithine cyclodeaminase family protein	CDS	0.057072981859952	0.557064152607471	0.872741101034622	73.4763438127775	75.6728298497216	77.6318937180914	79.044291772829	79.217965503287	77.6688114775663
DN756_00045		threonine/serine dehydratase	CDS	0.0703864465408419	0.476107078623325	0.835612674623003	71.265017459999	79.1087853672225	72.1946404615713	73.5463421740347	73.7734317917209	86.4991286748935
DN756_00050		DUF3748 domain-containing protein	CDS	0.102454712844103	0.280188553317832	0.741860769723223	83.7288569029325	85.8988879375218	75.4167164654351	87.6066722955414	90.5607440690498	84.9799343183641
DN756_00055		YceK/YidQ family lipoprotein	CDS	0.285302332536528	0.277608546830441	0.739612148582798	10.252513090155	6.29925178208493	6.24277225748595	7.21042570333674	8.52976948145359	11.9636555576691
DN756_00060		heat shock protein IbpA	CDS	0.368367135746636	0.206683801881803	0.687687134832644	71.1645026257818	69.0463442088271	64.944969452878	84.8126323354984	96.0052777806159	84.0304378455332
DN756_00065	ibpB	heat shock chaperone IbpB	CDS	0.256768032460142	0.434565390961079	0.816929452544011	121.321404900168	111.913979712886	101.294014371466	134.204048403355	141.194907586615	124.289088293563
DN756_00070		putative transporter	CDS	0.157669519737443	0.398478453557797	0.80143042119943	136.800689369617	107.414514154253	108.7450651304	125.731798201934	126.222439879808	141.664873746368
DN756_00075		valine--pyruvate transaminase	CDS	-0.361053175089538	0.023698127978277	0.305256272286102	31.5616579442027	40.7406154217961	35.0400765420179	31.1850911669314	24.954112844678	27.5353977120956
DN756_00095		alpha-amylase	CDS	-0.197632652739178	0.394801565955034	0.801223013813218	134.287818514187	146.928002605513	130.896837656963	110.589904224927	116.240794741937	132.644657254474
DN756_00100		bifunctional glyoxylate/hydroxypyruvate reductase B	CDS	0.00644716304754954	0.946612924979447	0.990229844661559	199.421431086937	187.914043421417	187.987996850424	186.750025716422	193.825400131754	197.305367054258
DN756_00105		transcriptional regulator	CDS	-0.0196753373392284	0.915481648046121	0.982432221289247	16.7859773142734	14.6437151817299	11.9820951393682	13.339287551173	12.2502008510238	17.2808358055221
DN756_00110		hypothetical protein	CDS	-0.423516290186236	0.0437901328761661	0.400587119574125	4.72419720820868	5.72659252916812	4.53104438043335	3.60521285166837	3.99265805514849	3.60808659675736
DN756_00115		OmpA family lipoprotein	CDS	-0.153311051856303	0.394467214487809	0.801223013813218	16.3839179774046	18.73413841685	18.2248673968541	18.3865855435087	14.9724677068068	14.6222456815956
DN756_00120		N-acetyltransferase	CDS	0.271046655807882	0.277862277488046	0.739612148582798	4.82471204242588	4.8266994174417	6.24277225748595	5.94860120525281	6.07972931124883	7.12122354623163
DN756_00125	tag	DNA-3-methyladenine glycosylase I	CDS	0.0169847403449051	0.890049583413834	0.978182888640168	25.8323123938219	20.6975415697076	23.7628105284949	22.9832319293859	22.4133304459472	25.6364047664339
DN756_00130		hypothetical protein	CDS	0.409414008900851	0.399581636268126	0.801586964034711	2.01029668434412	0.654467717619214	1.00689875120741	1.08156385550051	2.08707125610035	1.6141440038125
DN756_00135	glyQ	glycine--tRNA ligase subunit alpha	CDS	-0.118849032836369	0.316925472558318	0.766749999886774	334.513368274861	372.964790578249	376.882202576934	343.666915085287	339.920388058778	315.042929685287
DN756_00140		glycine--tRNA ligase subunit beta	CDS	-0.202342817792575	0.0470960507034293	0.407643941919469	613.743577730259	692.917696029343	588.834389706094	554.21134562272	594.452339074494	498.865446825346
DN756_00145		hypothetical protein	CDS	-0.202516158803178	0.178624833747304	0.666672238500475	16.3839179774046	19.0613722756596	18.8290066475786	16.0431971899242	16.3336011346984	14.8121449761618
DN756_00150		DUF3053 domain-containing protein	CDS	0.0586056732928006	0.428781671734812	0.812535183050925	188.666343825696	195.767656032847	196.043186860083	201.531398408262	197.092120358694	205.945784957019
DN756_00155		PTS mannitol transporter subunit IICBA	CDS	0.172708937781915	0.207507555078892	0.688660368510169	54.3785253115084	56.4478406446572	53.1642540637513	59.215621088653	70.9604227074118	54.6909968350589
DN756_00160		mannitol-1-phosphate 5-dehydrogenase	CDS	0.106693529617938	0.366435842075411	0.796944684981309	69.3552356098721	57.5113506857884	65.4484188284817	64.3530494022804	76.7679253330823	65.8001055671802
DN756_00165		MltR family transcriptional regulator	CDS	0.0361607195731568	0.800741989089445	0.949045091210744	22.0127486935681	18.0796706992308	17.6207281461297	20.2793222906346	20.5984858754252	18.230332278353
DN756_00170		YibL family ribosome-associated protein	CDS	-0.057249780087106	0.779929879040562	0.942580777565272	28.9482722545553	24.3789224813157	21.4469434007178	24.0647957848864	19.1466102190075	28.6747934794927
DN756_00175		hypothetical protein	CDS	0.171485956591305	0.195709287997324	0.682678124941494	16.4844328116218	17.9978622345284	16.4124496446808	20.1891919693429	16.7873122773289	20.414174165864
DN756_00180		hypothetical protein	CDS	-0.0939257895319707	0.863772319600555	0.974829290005919	0.904633507954853	1.55436082934563	0.90620887608667	1.89273674712589	0.635195599682714	0.664647530981618
DN756_00185		HAMP domain-containing protein	CDS	0.0775522371071879	0.767116615026351	0.93748296516033	3.61853403181941	2.53606240577445	2.51724687801853	2.61377931745957	2.81300908430916	3.70303624404045
