Locustag	Gene	Description	FeatureType	logFC	PValue	FDR	19_1968_37C_A	20_1968_37C_B	21_1968_37C_C	16_1276_37C_A	17_1276_37C_B	18_1276_37C_C
DN756_00005	dnaA	chromosomal replication initiator protein DnaA	CDS	-0.259338348294123	0.0450298948465424	0.10349383749584	641.229342489802	490.438163310866	622.159720199166	616.279410965956	417.11597462272	432.109768228504
DN756_00010		DNA polymerase III subunit beta	CDS	-0.201335988624054	0.012498458401279	0.037115511012249	366.555666593867	319.177605596362	366.80504328766	320.52520495556	305.246482295396	289.64037855195
DN756_00020	recF	DNA replication/repair protein RecF	CDS	-0.39174216961933	0.000296771611589266	0.00184035151087709	277.023391707434	238.148691658045	279.087147704923	215.565297797215	191.750454538434	198.123203448899
DN756_00025	gyrB	DNA topoisomerase (ATP-hydrolyzing) subunit B	CDS	-0.302055417126055	0.000192121310025117	0.00126793734425143	1411.93612866152	1348.68624436944	1434.85008931227	1146.49400234104	1094.29689182867	1162.16971824412
DN756_00030		sugar-phosphatase	CDS	-0.00215130782157807	0.983690334050834	0.990224157545217	23.254084065526	23.1938719491027	22.5584263018703	24.5405710479994	20.9642344264452	23.5079959942126
DN756_00035		hypothetical protein	CDS	0.0274619505329498	0.953824613388609	0.970294921593389	0.729222148396287	1.04746518479819	0.335441283299186	0.576069742910783	0.63254155597033	0.984055646269366
DN756_00040		ornithine cyclodeaminase family protein	CDS	-0.159812667730304	0.115616786671545	0.213045467988137	50.3163282393438	57.0868525715013	50.4839131365276	40.7857377980834	48.3442474920181	52.1549492522764
DN756_00045		threonine/serine dehydratase	CDS	-0.0453938088849557	0.653042806663141	0.762044414579644	46.2650940815867	50.3531478120843	43.6073668288942	40.6705238495013	48.9767890479884	46.141275858408
DN756_00050		DUF3748 domain-containing protein	CDS	-0.130380484713907	0.175589700731263	0.29380541065835	70.0863509291987	80.4303624041466	71.5328536635515	58.7591137768999	68.947029600766	75.1162476652283
DN756_00055		YceK/YidQ family lipoprotein	CDS	1.74192743838971	9.52911082546994e-08	2.25879396253447e-06	9.47988792915173	15.5623398884302	12.4951878028947	29.1491289912856	43.0128258059824	53.5763629635544
DN756_00060		heat shock protein IbpA	CDS	0.438896902082941	0.145439428439342	0.25580686752368	37.9195517166069	45.265459771636	38.6596079002312	45.2790817927876	62.440887882214	57.2939065161275
DN756_00065	ibpB	heat shock chaperone IbpB	CDS	0.0938373074659091	0.774283161914599	0.855191162566828	99.6603602808259	112.826964191119	88.5564987909852	99.7752794721476	96.5077688251875	125.193746108714
DN756_00070		putative transporter	CDS	-0.971514470984608	4.59375279215818e-05	0.000384397474534647	97.6347432019473	143.128635608495	111.114925092856	41.7074493867407	70.9350173481013	66.4784258813083
DN756_00075		valine--pyruvate transaminase	CDS	0.0860621744116235	0.571460444921847	0.695826912570492	32.1667992125918	24.6902507845287	31.2798996676491	40.9009517466656	27.6511023038458	25.1480887379949
DN756_00095		alpha-amylase	CDS	0.117209242136665	0.60782195142997	0.725114573385485	163.588835290234	181.884847446028	217.365951577873	180.194615582493	202.865113307627	227.316854288224
DN756_00100		bifunctional glyoxylate/hydroxypyruvate reductase B	CDS	0.0225948718216733	0.816136468505869	0.881726724065402	117.971938673888	149.413426717284	116.230404663168	110.02932089596	127.502305067734	152.200606622995
DN756_00105		transcriptional regulator	CDS	0.324677719661895	0.0994146223122898	0.189104927342371	8.58861641444516	10.998384440381	10.3986797822748	11.4061809096335	13.7351880724986	12.3553653364932
DN756_00110		hypothetical protein	CDS	0.477760601492068	0.0208637305785416	0.0554244726111656	2.99791327674029	4.93805015690574	4.36073668288942	5.18462768619705	6.95795711567363	4.92027823134683
DN756_00115		OmpA family lipoprotein	CDS	-0.1578700382795	0.414637944644827	0.559084350806859	11.0193569090995	10.250195022668	10.3986797822748	8.18019034933312	8.94594486300895	11.2619701739716
DN756_00120		N-acetyltransferase	CDS	0.157766362126094	0.515123008610078	0.648517527495906	6.23890060294601	5.38696380753354	6.45724470350934	6.79762296634724	8.31340330703862	4.92027823134683
DN756_00125	tag	DNA-3-methyladenine glycosylase I	CDS	-0.0180632801953164	0.885107668300931	0.928447582931011	20.1751461056306	20.1262953364795	19.1201531480536	15.7843109557555	19.8798774733532	22.9612984129519
DN756_00130		hypothetical protein	CDS	1.37987555097683	0.0127131793742245	0.0375582570598403	0.648197465241144	0.972646243026889	0.335441283299186	1.49778133156804	2.62052930330565	0.984055646269366
DN756_00135	glyQ	glycine--tRNA ligase subunit alpha	CDS	-0.321592733908944	0.0107481125589416	0.0331462193311164	427.89135174231	339.378719874613	442.195471709153	411.659438284046	275.155576847094	281.221235800534
DN756_00140		glycine--tRNA ligase subunit beta	CDS	-0.441742792647168	0.00012521701800706	0.000887821901126166	582.081323786548	486.772035164072	600.691478068018	448.988757624664	384.675629109385	395.590369800285
DN756_00145		hypothetical protein	CDS	-0.412194942240449	0.0100466317320471	0.0313448650456236	18.6356771256829	14.3652368200894	22.1391246977463	14.6321714699339	13.7351880724986	13.0114024340061
DN756_00150		DUF3053 domain-containing protein	CDS	-0.452909923846539	2.02668565482786e-06	2.91000097965605e-05	178.740451040246	192.958050828181	200.342306450439	129.154836360598	146.930367143965	141.704013062789
DN756_00155		PTS mannitol transporter subunit IICBA	CDS	-0.22982960080651	0.0879338560940496	0.172003431402716	132.96150505759	158.466518671612	131.325262411632	114.177023044917	118.556360204725	127.817894498765
DN756_00160		mannitol-1-phosphate 5-dehydrogenase	CDS	-0.20029015465666	0.0895664586791569	0.174430351710599	122.590345613731	148.740056241343	123.106950970801	107.264186129988	115.032200107176	121.038844491132
